county_name,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,vote_for_dems_before,clinton_win
Stevens,32.7,111094,22721,10,10.13,,7.1,8.09,221,KS,FALSE,FALSE
Sumner,34.9,107097,17398,10.9,,51.18,22.2,15.53,246,KS,FALSE,FALSE
Thomas,32.3,164277,16544,,11.7,51.36,7.7,12.53,370,KS,FALSE,FALSE
Trego,39.1,89606,,10,14.54,51.19,3.9,26.11,89,KS,FALSE,FALSE
Wabaunsee,36.4,80477,,9.8,14.8,50.31,8,14.38,153,KS,FALSE,FALSE
Washington,42.1,174715,,12.4,15.28,51.36,7.6,24.08,103,KS,FALSE,FALSE
Wichita,33.6,,22441,10.7,10.46,50.36,3.9,10.36,68,KS,FALSE,FALSE
Wilson,39.1,,15238,16,16.06,52.05,17.6,15.05,195,KS,FALSE,FALSE
Woodson,,86460,17036,14.8,16.05,51.19,8,30.15,158,KS,FALSE,FALSE
Wyandotte,,102000,14869,20.8,14.5,52.13,1046.9,7.21,1148,KS,TRUE,TRUE
Adair,34.9,59325,13072,24.2,8.05,51.01,38.6,7.09,152,KY,FALSE,FALSE
,35.4,72670,12133,20.1,9.9,51.35,43.1,5.44,72,KY,FALSE,FALSE
Anderson,33.6,83164,15846,9.5,9,51.16,77,7.37,186,KY,TRUE,FALSE
Ballard,37.8,122230,17155,17.2,13.24,51.05,31.4,11.16,132,KY,FALSE,TRUE
Barren,35.6,93979,15387,18.7,10.29,52.53,70.3,15.48,125,KY,FALSE,TRUE
Bath,35,81398,,28.9,9.2,51.15,35.4,10.2,110,KY,TRUE,TRUE
Boone,31.4,73736,,8.3,9.33,51.11,255.8,4.49,441,KY,FALSE,FALSE
Bourbon,34.1,98344,16385,18,12.02,51.58,66.2,4.13,258,KY,FALSE,TRUE
Boyd,36.5,111376,,17.9,14.43,51.24,319,3.05,291,KY,TRUE,TRUE
Boyle,34.9,97047,,16.4,11.24,51.27,142.6,7.57,280,KY,FALSE,FALSE
Bracken,34.8,89546,13085,19.3,10.59,51.54,39.4,10.13,40,KY,FALSE,TRUE
Breathitt,31.6,74546,12268,40.3,8.29,50.4,30.5,8.08,183,KY,TRUE,TRUE
Breckinridge,35.4,76299,12830,24,10.08,50.33,28.8,4.22,53,KY,FALSE,TRUE
Butler,34.4,66374,11461,22.5,9.1,50.52,26.6,14.3,111,KY,FALSE,FALSE
Caldwell,38,115178,14008,18.6,13.18,52.59,37.8,15.19,227,KY,FALSE,TRUE
Calloway,32.7,117424,15958,16.6,10.47,52.13,81.3,,207,KY,FALSE,TRUE
Campbell,32.4,66750,16895,12.9,13.08,52.09,560,7.07,370,KY,FALSE,FALSE
Carroll,33.8,56781,15407,22.1,12.31,51.34,73,,303,KY,TRUE,TRUE
Carter,33,68711,12021,28.3,9.03,51.35,60.9,,147,KY,TRUE,TRUE
Christian,27.7,49496,12968,20,9.05,46.18,95,6.02,331,KY,FALSE,FALSE
Clark,34.2,78058,16223,16.9,11.05,52.17,118.4,6.21,297,KY,FALSE,TRUE
Clay,30.3,62429,10841,40.3,5.9,51.09,47.1,6.17,168,KY,FALSE,FALSE
Clinton,35.5,85001,11051,35.2,9.08,52.35,46.6,5.43,54,KY,FALSE,FALSE
Crittenden,36.7,71074,12651,18.5,9.23,51.46,25.7,11.51,134,KY,FALSE,TRUE
Cumberland,37.3,86476,11607,30.5,9.58,53.12,21.9,12.34,57,KY,FALSE,FALSE
Daviess,33.2,74909,16627,16.5,12.18,52.08,191.8,8.16,366,KY,FALSE,TRUE
Estill,33.4,54682,11042,29.5,10.08,52.23,59.8,6.18,101,,FALSE,FALSE
Fayette,31.3,99549,20860,15.8,11.02,52.19,816.2,5.38,705,,FALSE,FALSE
Fleming,34.7,101470,13336,24,9.22,50.8,35.9,7.46,71,KY,FALSE,TRUE
Floyd,32.1,82110,12910,32.4,10.29,51.39,111.3,4.23,156,KY,TRUE,TRUE
Franklin,34.5,90273,18398,12,12.46,51.58,213.3,4.39,,KY,FALSE,TRUE
Fulton,36.9,169210,15944,29.2,11.09,54.15,38.8,10.28,254,KY,TRUE,TRUE
Garrard,35.8,71234,13952,18,10.54,51.46,52.8,13.36,,KY,FALSE,FALSE
Grant,32.2,84783,14066,15.9,8.45,51.06,65,,191,KY,FALSE,FALSE
Graves,37,82027,15361,16.4,12.23,52.04,,8.11,221,KY,TRUE,TRUE
Grayson,34.8,92483,12319,22.8,9,51.12,43.1,8.23,183,KY,FALSE,FALSE
Green,37.5,100535,12853,20.7,10.34,,36,13.08,88,KY,FALSE,FALSE
Greenup,35.6,53670,15094,18.2,,51.47,107.2,8.05,136,KY,TRUE,TRUE
Hancock,32.6,86419,17913,,11.14,50.18,41.3,9.49,42,KY,FALSE,TRUE
Hardin,27.8,66199,15453,,10.16,51.08,134.2,5.38,233,KY,FALSE,FALSE
Harrison,34.7,88216,15319,16.8,10.46,51.46,53.6,15.42,101,KY,FALSE,TRUE
Hart,34.9,75199,,27.1,9.32,51.7,37.3,0.19,119,KY,FALSE,TRUE
Henderson,33.5,66204,16872,15.4,11.07,52.31,99.5,7.17,633,KY,TRUE,TRUE
Hickman,38.9,81579,15082,18.4,11.13,53.28,22.9,40.18,68,KY,TRUE,TRUE
Hopkins,34.7,88858,16739,19.3,11.39,52.34,84.3,11.25,401,KY,FALSE,TRUE
Jefferson,,137975,,16.7,13.59,53.11,1739.3,7.32,530,KY,FALSE,TRUE
Jessamine,30.7,,15137,15.1,8.38,51.28,185.9,2.52,304,KY,FALSE,FALSE
Kenton,31.8,65586,18737,13.2,12.14,52.14,880.7,6.38,479,KY,FALSE,FALSE
Knott,30.7,37064,10984,35.5,6.32,51.08,51.7,4.34,114,KY,FALSE,TRUE
Knox,31.9,80489,10615,37.9,7.37,52.17,78.4,11.32,344,KY,TRUE,FALSE
Larue,36.1,98558,15810,18.7,10.35,51.13,45.6,10.08,135,KY,FALSE,TRUE
Laurel,32.5,78077,13414,25.3,9.04,,104,3.16,189,KY,FALSE,FALSE
Lawrence,33.1,38920,11135,32.8,,51.09,35.1,8.16,90,KY,FALSE,TRUE
Lee,33.5,79389,9962,39.3,,49.36,37.6,13.29,82,KY,FALSE,FALSE
Leslie,30.4,38913,11762,34.1,7.11,50.45,33.9,6.06,128,KY,FALSE,FALSE
Lewis,33.1,59692,10640,29,10.02,50.2,27,17.19,76,KY,FALSE,FALSE
Lincoln,33.7,48164,12309,25.2,9.25,51.05,60.9,6.05,84,KY,FALSE,FALSE
Livingston,36.9,66329,15527,16.3,11,51.33,29.1,9.57,224,KY,TRUE,TRUE
Logan,34.8,90976,14083,16.8,10.26,51.8,45,7.36,194,KY,FALSE,TRUE
Lyon,38.4,48806,12001,15.8,13.31,42.44,33.4,34.44,165,KY,TRUE,TRUE
McCracken,36.2,136092,18917,16.8,13.23,53.02,254.1,7.32,723,KY,FALSE,TRUE
McLean,36,72028,13992,17.8,11.6,51.14,38.1,12.36,115,KY,FALSE,TRUE
Madison,28.8,68721,14458,20.6,8.19,52.28,135,3.53,402,KY,FALSE,FALSE
Magoffin,29.6,33563,10485,39.1,6.19,50.44,43.3,14.21,133,KY,TRUE,TRUE
Marion,32.3,91448,14010,22.2,9.13,50.22,47.9,13.23,267,KY,TRUE,TRUE
Marshall,38.2,105823,16397,13.9,11.38,51.13,91.8,12.21,178,KY,TRUE,TRUE
Mason,35,106510,15235,19.6,11.7,52.29,71.3,14.36,312,KY,FALSE,TRUE
Meade,28.1,38552,13531,15,8.52,50.17,78.1,3.06,40,KY,FALSE,TRUE
Mercer,35.9,77559,15773,15.9,12.4,52.13,77.7,11.18,142,KY,FALSE,FALSE
Metcalfe,35.5,62956,12565,25.3,9.26,52.03,30.9,11.29,119,KY,FALSE,TRUE
Monroe,35.9,96513,13633,24.3,10.11,52.03,34.8,10,40,KY,FALSE,FALSE
Montgomery,34.1,99986,13980,21.7,10.41,52.08,99.2,12.34,183,KY,FALSE,TRUE
Morgan,32.9,65832,9790,37.4,6.24,45.27,34.6,5.02,109,KY,TRUE,TRUE
Muhlenberg,34.8,56958,13210,22.5,11.35,52.11,65.5,10.39,148,KY,TRUE,TRUE
Nelson,31.6,64704,15412,14.9,9.2,51.19,73.6,6.01,211,KY,FALSE,TRUE
Nicholas,35.9,78675,14073,22.1,11.44,51.4,34.6,7.21,88,KY,FALSE,TRUE
Ohio,35,61272,12626,24.1,11.29,52.17,35.7,14.01,171,KY,FALSE,TRUE
,33,50594,23537,7,10.02,48.04,192.4,2.36,186,KY,FALSE,FALSE
Owen,35,81079,13220,21.9,,50.21,26.7,10.53,139,KY,TRUE,TRUE
Owsley,34.3,45723,9373,,10.05,49.3,26.2,19.23,88,KY,FALSE,FALSE
Pendleton,31.6,54306,,17,9.17,51.02,45.4,8.27,86,KY,FALSE,FALSE
Perry,31.7,69452,13374,32.5,10.08,51.02,90.3,5.25,256,KY,TRUE,TRUE
Pike,32.4,104549,13981,26,9.14,51,92.8,5.27,186,KY,TRUE,TRUE
Powell,31.3,51818,10825,28.3,10.09,51.14,66.1,14.2,95,KY,FALSE,TRUE
Pulaski,35.2,83441,13846,23,9.4,51.36,77.7,9.06,256,KY,FALSE,FALSE
Rockcastle,33,65735,11378,29.7,9.03,50.52,47.2,10.27,133,KY,FALSE,FALSE
Rowan,26,44895,11122,27.3,8.45,52.17,74.8,5.19,364,KY,FALSE,TRUE
Russell,36.1,68010,13019,24.1,10.15,51.7,60.4,6.14,141,KY,FALSE,FALSE
Scott,31.8,,18427,15.1,10.01,51.43,88.4,5.56,456,KY,FALSE,FALSE
Shelby,34.9,,18796,12.8,10.14,52.04,67.2,12.33,309,KY,FALSE,FALSE
Simpson,33.8,,14709,14.9,10.32,51.55,66,7.18,283,KY,FALSE,TRUE
Taylor,34.5,54050,14366,,10.27,52.01,80.8,6.42,165,KY,FALSE,FALSE
Trigg,39.7,92716,14030,16.2,10.23,51.01,24.6,11.04,240,KY,FALSE,TRUE
Trimble,34.6,113898,13754,17.4,11.13,51.39,42.3,9.37,124,KY,TRUE,TRUE
Union,30.1,105647,17126,16.5,10.35,49.28,47.2,7.18,299,KY,TRUE,TRUE
Warren,31.2,67424,17018,17.4,10.03,52.13,146.4,7.19,511,KY,FALSE,FALSE
Washington,33.7,107454,15158,18.5,8.17,52.38,34.9,12.48,188,KY,FALSE,FALSE
Wayne,34,70596,10765,34.3,7.18,,39,6.27,98,KY,FALSE,FALSE
Webster,35.3,143434,16923,17.2,,52.34,40.9,9.05,48,KY,TRUE,TRUE
Whitley,32.4,78359,12104,30.6,,52.07,77.5,11.29,135,KY,FALSE,FALSE
Woodford,33.7,96412,21950,9.7,,52.1,109.1,8.8,223,KY,FALSE,FALSE
Acadia,30.5,64085,12368,,9.29,52.36,85.8,10.55,299,LA,TRUE,TRUE
Allen,32.5,38334,,30.5,9.23,47.07,29.6,16.24,41,LA,TRUE,TRUE
Ascension,29.4,55709,16447,18.1,8.27,51.32,208.5,6.24,229,LA,TRUE,TRUE
Avoyelles,32.7,66808,11306,34.1,9.43,52.21,47.1,18.38,143,LA,FALSE,TRUE
Beauregard,31.6,,14285,18.3,12.05,50.19,26.8,9.21,326,LA,FALSE,FALSE
Bossier,,48361,15964,16.5,13.07,51.47,102.9,8.27,546,LA,FALSE,FALSE
Caddo,32.7,94790,17745,25.3,13.34,53.3,279.6,9.48,942,LA,FALSE,TRUE
Calcasieu,31.6,67570,16001,19.1,12.34,51.45,159.5,7.44,417,LA,TRUE,TRUE
Caldwell,33.5,59832,12554,24.3,10.24,51.2,18.5,14.8,273,LA,FALSE,TRUE
Claiborne,34.7,79350,12185,29.4,9.58,49.21,22.9,13.58,203,LA,FALSE,TRUE
Concordia,32.3,114416,12442,29.3,10.44,52.57,29.9,13.41,49,LA,FALSE,TRUE
De Soto,32.4,66499,13454,,10.27,52.53,28.6,4.34,6,LA,TRUE,TRUE
East Baton Rouge,29.9,99559,,19.7,10.46,52.15,859.8,5.27,1171,LA,FALSE,FALSE
East Carroll,28.1,67904,11313,52,8.32,53.37,22.8,10.42,19,LA,TRUE,TRUE
Evangeline,31.1,81139,12022,31.1,8.55,52.01,50.7,16.31,128,LA,TRUE,TRUE
Franklin,32.4,69029,12172,33.2,9.06,53.09,35.8,21.16,144,LA,FALSE,TRUE
Grant,31.9,23692,11854,23.5,12.45,52.04,27.3,11.08,231,LA,FALSE,FALSE
Iberia,29.8,58992,14270,23.9,9.35,,121,8.32,325,LA,FALSE,TRUE
Iberville,30.5,86701,14452,27.6,10.01,,50.3,7.06,150,LA,TRUE,TRUE
Jackson,34.5,67926,13206,20.9,11.4,52.24,27.4,17.26,109,LA,FALSE,TRUE
Jefferson,32.3,57976,18191,16.9,12.28,52.22,1490.4,4.34,919,LA,FALSE,FALSE
Jefferson Davis,31.5,93752,11793,24.8,10.31,52.25,47.5,11,353,LA,TRUE,TRUE
Lafayette,29.8,78322,17467,18.4,10.22,51.51,633.6,7.36,614,LA,FALSE,FALSE
Lafourche,29.4,88406,13275,21.2,8.2,51.12,79.6,5.56,160,LA,FALSE,TRUE
Lincoln,24.7,88214,14569,24.4,8.31,51.46,89.7,8.34,193,LA,FALSE,FALSE
Livingston,30.2,28258,14227,15.3,9.43,50.43,,4.53,100,LA,FALSE,FALSE
Morehouse,32,73925,13772,31.5,9.39,,40.2,17.49,89,LA,FALSE,TRUE
Natchitoches,29.2,54668,12282,31,10,52.57,,11.48,180,LA,FALSE,TRUE
Orleans,31.6,125775,18825,37.9,12.04,53.49,2709.3,6.26,1031,LA,TRUE,TRUE
Ouachita,30.2,95503,14959,25.1,11.21,53.25,237.5,9.37,770,LA,FALSE,FALSE
Pointe Coupee,31.6,80362,13947,26.1,9.03,52.27,40.7,9.6,17,LA,TRUE,TRUE
Rapides,31.4,78652,14985,24.1,12.02,52.22,98.7,10.28,625,LA,FALSE,FALSE
Tangipahoa,30.1,57610,12978,29.8,8.48,52.09,111.2,10.41,123,LA,FALSE,TRUE
Tensas,32.5,108025,13173,40.1,8.19,54.07,11.3,9.08,8,LA,FALSE,TRUE
Terrebonne,29.3,76437,13267,22.5,10.09,51.07,79.2,5.02,498,LA,FALSE,FALSE
Union,34.4,72549,13727,21.6,10.7,52.14,23.9,18.57,142,LA,FALSE,FALSE
Vermilion,31.5,94926,12324,22.5,9.18,51.42,42.8,8.25,115,,TRUE,TRUE
Vernon,24.7,22947,12052,19.3,9.31,45.5,48.1,3.34,240,,FALSE,TRUE
Washington,33.3,59344,12619,31,11.12,52.03,63.9,7.55,419,LA,FALSE,TRUE
Webster,34.7,76456,14174,22.7,12.31,53.07,69.8,12.25,,LA,FALSE,TRUE
West Baton Rouge,30.5,47990,16047,20,10.08,51.48,103,6.35,303,LA,TRUE,TRUE
Winn,33.5,54628,12562,26.6,9.54,50.16,17.1,,5,LA,FALSE,TRUE
Androscoggin,32.8,73303,17530,14.5,13.08,51.59,,11.16,382,ME,FALSE,TRUE
Aroostook,33.3,70152,14690,18.3,11.15,49.53,,11.07,210,ME,FALSE,TRUE
Cumberland,33.7,143512,22174,11,12.46,52.36,293.1,6.16,547,ME,FALSE,TRUE
Franklin,32.9,93110,15109,15.4,12.16,52.17,17.3,6.39,381,ME,FALSE,TRUE
Hancock,35.8,111567,18632,12.9,12.46,51.27,30.2,9.4,252,ME,FALSE,TRUE
Kennebec,34.2,87583,18595,12.4,13.11,52.12,135,8.56,340,ME,FALSE,TRUE
Knox,37,134150,18365,14.2,13.29,,100.7,9.24,301,ME,FALSE,TRUE
Lincoln,37.4,104671,20068,12.2,,51.17,67.4,6.29,216,ME,FALSE,TRUE
Oxford,35,89091,15191,,13.01,51.18,25.4,10.06,297,ME,FALSE,TRUE
Penobscot,32.5,83181,16960,,13.08,51.06,43,5.35,287,ME,FALSE,TRUE
Piscataquis,36.5,75191,14047,,12.28,51.22,4.7,9.23,212,ME,FALSE,TRUE
Sagadahoc,32.7,52346,18541,9.8,11.41,50.14,133.9,4.15,297,ME,FALSE,TRUE
Somerset,33.8,71394,,18.6,12.02,51.34,12.9,9.36,317,ME,FALSE,TRUE
Waldo,34.7,56814,,18.8,10.56,51.26,46.7,4.04,152,ME,FALSE,TRUE
Washington,35.7,,14003,21.9,14.23,51.37,14,10.09,229,ME,FALSE,TRUE
York,,83058,18743,10.4,12.28,51.24,168,5.53,317,ME,FALSE,TRUE
Allegany,,66310,15919,16.5,16.32,53.23,175.6,9.2,363,MD,FALSE,FALSE
,32.7,61926,22774,6.8,13.05,49.56,1057.5,3.18,518,MD,FALSE,FALSE
Calvert,32.6,55316,20448,6,8.36,50.32,265.3,2.54,223,MD,FALSE,FALSE
Caroline,34.3,77409,14748,11.6,10.29,51.45,87.1,7.49,249,MD,FALSE,FALSE
,33.3,91878,21770,4.6,9.37,50.7,289.8,6.11,276,MD,FALSE,FALSE
Cecil,32.6,52592,17900,9,11.46,50.05,214.2,4.13,376,MD,FALSE,FALSE
,30.2,51523,20058,7.2,9.11,50.46,229.5,2.39,483,MD,FALSE,FALSE
Dorchester,,104037,16724,17,12.23,53.01,54.2,9.31,476,MD,FALSE,FALSE
Frederick,32.3,,20334,5.7,9.21,51.13,241.2,6.21,333,MD,FALSE,FALSE
Garrett,33.7,106561,14215,,11.09,51.13,44.7,11.06,220,MD,FALSE,FALSE
Harford,32.1,53662,19760,6,10.31,50.13,442.6,2.38,313,MD,FALSE,FALSE
Howard,32.2,63436,27601,3.8,,50.16,792.6,2.01,441,MD,FALSE,TRUE
Kent,36.6,138805,20385,10.4,10.32,,65.9,4.02,292,MD,FALSE,FALSE
Montgomery,33.9,99100,33365,6,10.15,52.15,1578.6,5.05,433,MD,TRUE,TRUE
Prince George's,30.9,54672,21136,8.7,12.19,52.16,1537.4,3.08,743,MD,TRUE,TRUE
Queen Anne's,35.5,88683,21475,7.7,9.58,50.54,94.3,5.39,,MD,FALSE,FALSE
St. Mary's,29.5,52532,17504,8.9,9.35,49.06,220.3,8.19,,MD,FALSE,FALSE
Somerset,33.8,51439,13297,22.3,10.37,46.55,71.5,8.39,416,MD,FALSE,FALSE
Talbot,39.6,136163,26944,9.4,11.4,52.41,116.3,10.7,373,,FALSE,FALSE
Washington,34.4,77553,16639,10.6,13.08,49.33,273.7,11.12,260,,FALSE,FALSE
Wicomico,33.2,85508,17621,13.3,10.48,52.02,203.3,7.3,665,,FALSE,FALSE
Worcester,37.5,123054,21361,12.4,10.49,52.26,78.6,13.23,752,MD,FALSE,FALSE
Barnstable,39.5,162896,22930,9.8,12.17,52.57,480.8,9.33,385,MA,TRUE,TRUE
Berkshire,35.9,141501,21510,11.7,15.24,52.37,147.2,11.38,253,MA,TRUE,TRUE
Bristol,33.8,95520,18341,11.6,11.46,52.2,911.3,7.01,421,MA,TRUE,TRUE
Dukes,37.1,288345,23437,7.4,10.52,51.34,114.6,3.45,,MA,TRUE,TRUE
Essex,34.5,134004,23112,12.4,13.22,52.11,1347.5,,478,MA,TRUE,TRUE
Franklin,34.9,102497,18150,11.2,13.22,51.25,100.8,,238,MA,TRUE,TRUE
Hampden,33.4,128956,19333,14.6,14.05,52.39,730.8,,532,MA,TRUE,TRUE
Hampshire,30.3,99514,18201,8.6,11.26,53.15,276.9,,169,MA,TRUE,TRUE
Middlesex,33.6,146771,27681,8.5,13.02,52.35,,7.12,279,MA,TRUE,TRUE
Nantucket,35.5,279844,32431,4.9,12.27,49.9,,7.34,819,MA,TRUE,TRUE
Norfolk,35.1,146891,28152,6.3,13.47,,1557.8,8.22,263,MA,TRUE,TRUE
Plymouth,33.1,74667,20535,9.7,,51.26,666.1,8.29,336,MA,TRUE,TRUE
Suffolk,30.8,527082,26160,,10.26,52.57,10923.1,8.43,942,MA,TRUE,TRUE
Worcester,33.1,97401,,11.3,12.1,51.12,468.6,9.01,304,MA,TRUE,TRUE
Alcona,44.8,,13897,16.5,13.33,50.15,15.3,8.45,242,MI,FALSE,TRUE
Alger,36.7,,12548,13.8,15.34,47.07,10.7,11.22,191,MI,TRUE,TRUE
Allegan,31.9,,17420,10.9,10.22,51.08,112.6,5.35,324,MI,FALSE,FALSE
Alpena,35.3,63487,15858,15.8,14.34,51.42,53.8,5.25,373,MI,FALSE,TRUE
Antrim,,,15143,13,10.51,51.36,39.4,6.01,242,MI,FALSE,FALSE
Arenac,35.7,75096,13774,20.3,11.34,51.05,42.5,9.04,340,MI,TRUE,TRUE
,36.7,77203,13356,17,15.17,50.25,8.7,11.29,232,MI,TRUE,TRUE
,33.8,34629,16925,10.9,12.32,50.28,92.1,4.9,279,MI,FALSE,FALSE
,33.9,61899,18114,15.5,14.16,51.51,252.3,5,383,MI,FALSE,TRUE
,37.5,97693,16544,12.9,12.22,51.11,39.2,6.59,348,MI,TRUE,TRUE
Berrien,33.6,76890,17682,17.6,12.36,52.01,283,4.4,691,MI,FALSE,FALSE
Branch,,62398,14764,15.7,12.19,51.19,82.4,6.53,373,MI,FALSE,FALSE
Calhoun,,50512,17979,16.8,14.37,51.55,195.1,5.18,631,MI,FALSE,TRUE
Cass,,40657,16082,14.7,13.26,51.25,99.6,4.39,376,MI,FALSE,TRUE
Charlevoix,,88799,17362,11.3,12.53,51.31,53.3,3.29,223,MI,FALSE,TRUE
Cheboygan,37.1,83474,14406,17.1,12.02,51.48,30.3,7,336,MI,FALSE,TRUE
Chippewa,32.2,65588,,17.4,11.41,44.19,22.8,5.12,369,MI,FALSE,FALSE
Clare,36.2,69636,,23.5,12.13,51.54,46.4,7.49,467,MI,FALSE,TRUE
Clinton,32.3,39580,,7.6,11,50.16,103.9,3.32,235,MI,FALSE,FALSE
Crawford,34.7,68115,,17.6,11.3,49.31,23.1,10.39,401,MI,FALSE,TRUE
Delta,35.2,79722,,14.7,14.39,51.13,32.7,6.19,309,MI,TRUE,TRUE
Dickinson,36.3,89015,,9.6,14.17,51.24,35.4,7.23,231,MI,FALSE,TRUE
Eaton,32.9,43130,18650,,11.26,51.36,165.1,4.52,450,MI,FALSE,FALSE
Emmet,34.5,124742,20162,10.6,,51.3,55.8,8.12,490,MI,FALSE,FALSE
Genesee,32,63064,18484,19,13.08,52.17,675.8,4.19,753,MI,TRUE,TRUE
Gladwin,36.9,54485,13408,20.1,11.45,51.04,,7.21,284,MI,FALSE,TRUE
Gogebic,40.2,91309,14536,15.8,18.08,51.25,16.3,,309,MI,TRUE,TRUE
Grand Traverse,33.2,98798,19113,9.3,10.11,51.21,144.5,7.57,321,MI,FALSE,FALSE
Gratiot,32.7,82147,14971,15.3,11.05,51.27,69.6,13.12,305,MI,FALSE,FALSE
Hillsdale,32.6,58700,15082,14,11.07,51.23,74.1,5.41,249,MI,FALSE,FALSE
Houghton,31.7,64477,13615,18.9,12.58,46.9,35.7,9.28,194,MI,FALSE,TRUE
Huron,35.8,105501,17417,16.7,10.37,51.32,42,9.52,249,MI,FALSE,FALSE
Ingham,28.4,72576,18980,14.3,10.16,52.28,502.9,3.7,596,,FALSE,TRUE
Ionia,29.9,56874,14124,13.1,10.43,47.33,101.2,4.09,,MI,FALSE,FALSE
Iosco,32.6,53003,14089,17.9,11.12,50.43,55,,343,MI,FALSE,TRUE
Iron,43.6,100637,13788,15.7,16.04,51.44,11.4,,324,MI,TRUE,TRUE
Isabella,24.5,56935,14698,18.5,8.16,,98.2,4.7,372,MI,FALSE,TRUE
Jackson,33.4,49606,16721,14.2,,49.12,214.5,6.03,487,MI,FALSE,FALSE
Kalamazoo,31,63722,20539,,11.23,52.16,401.9,6.22,660,MI,FALSE,TRUE
Kalkaska,33.1,39110,,15.6,10.56,50.05,25,4.11,402,MI,FALSE,TRUE
Kent,30.7,,20616,11.6,10.48,51.54,598.1,5.03,588,MI,FALSE,FALSE
Lake,40.9,,12081,26.4,12.32,51.36,16,8.35,485,MI,TRUE,TRUE
Lapeer,31.8,48778,17199,9.4,10.25,50.24,119.7,3.22,206,MI,FALSE,FALSE
Leelanau,36.5,,19749,10.7,11.28,50.08,49.6,5.31,173,MI,FALSE,FALSE
Lenawee,32.6,81686,,11.9,11.36,50.1,125.2,5.17,297,MI,FALSE,TRUE
Livingston,32.9,49040,,5.1,10.39,49.51,215.5,2.07,294,MI,FALSE,FALSE
Luce,37.1,92157,16214,18.9,16.36,51.44,6.2,14.15,273,MI,FALSE,TRUE
Mackinac,37.1,88486,16404,14.2,14.21,50.44,10.6,5.56,619,MI,FALSE,TRUE
Macomb,33.9,87837,21589,7.4,12.41,51.36,1512.1,5.18,472,MI,FALSE,FALSE
Manistee,38.1,81833,15179,18.4,14.6,51.17,40.4,8.59,246,MI,FALSE,TRUE
Marquette,30.7,64535,15882,12.1,13.34,49.13,39.5,3.24,293,MI,TRUE,TRUE
Mason,36.2,77502,15542,15.7,14.11,51.39,53.5,7.21,450,MI,FALSE,FALSE
Mecosta,25.6,50684,12697,20.6,10.24,48.57,67.8,4.35,475,MI,FALSE,TRUE
Menominee,35.8,71054,16601,12.9,14.25,50.58,23.7,,336,MI,FALSE,TRUE
Midland,32.5,63901,22807,12,11.38,50.51,,6.03,257,MI,FALSE,FALSE
Missaukee,33.5,53892,13218,17.5,9.08,50.58,,6.26,174,MI,FALSE,FALSE
Monroe,32.2,74858,18290,9.4,12.01,51.02,,4.59,437,MI,FALSE,TRUE
Montcalm,32.3,62332,13311,16.2,10.06,48.55,,3.3,361,MI,FALSE,TRUE
Montmorency,41.6,82348,12431,18.1,11.31,,17,10.54,352,MI,FALSE,TRUE
Muskegon,32.7,56729,15674,18.6,,50.9,318.1,6.17,695,MI,FALSE,TRUE
Newaygo,33.3,49613,14380,15.9,11.01,51.07,48.3,5.58,310,MI,FALSE,FALSE
Oakland,33.8,105305,28802,7.8,,52.04,1280.1,3.41,462,MI,FALSE,FALSE
Oceana,33.5,59280,14927,,12.19,51.19,42.4,5.33,270,MI,FALSE,FALSE
Ogemaw,37,69217,,20.8,10.38,51.02,34.7,11.27,384,MI,FALSE,TRUE
Ontonagon,,,14943,13.9,18.22,49.26,6.7,12.39,176,MI,TRUE,TRUE
Osceola,33.5,65826,13982,17.7,11.37,50.33,36.4,3.02,261,MI,FALSE,FALSE
Oscoda,40,46894,11347,19.1,11.44,50.57,14.5,11.01,501,MI,FALSE,FALSE
Otsego,33.7,99537,15666,10.2,10.24,51.23,37.1,8.15,327,MI,FALSE,FALSE
Ottawa,30.3,84296,19717,6.6,8.9,50.7,348.8,5.57,335,MI,FALSE,FALSE
,38.5,65696,14290,15.2,13.02,50.53,21.1,3.53,187,MI,FALSE,TRUE
Roscommon,,78416,14138,18.8,11.8,51.05,39.9,2.21,583,MI,FALSE,TRUE
Saginaw,32.7,,17430,19.5,12.09,52.28,262.5,5.35,697,MI,TRUE,TRUE
St. Clair,32.9,65169,,12.8,11.49,51.28,207,4.53,378,MI,FALSE,FALSE
St. Joseph,32.8,67997,16195,13.2,,51.09,117.9,5.28,333,MI,FALSE,FALSE
Sanilac,34.1,76818,15235,16.1,10.02,51.25,42.3,6.14,187,MI,FALSE,FALSE
Schoolcraft,37.5,94427,14459,17.7,13.31,51.4,7.2,9.22,287,MI,TRUE,TRUE
Shiawassee,32.5,61382,16386,12.3,12.34,51.18,131.4,4.38,251,MI,FALSE,TRUE
Tuscola,33,62992,15579,14.2,11.12,50.37,69,4.9,184,MI,FALSE,TRUE
Van Buren,33.3,51977,15274,18,11.22,51.02,118.3,,510,MI,FALSE,TRUE
Washtenaw,29.2,71649,24276,10.4,9.42,50.48,405.3,,590,MI,TRUE,TRUE
Wayne,32.5,95687,18928,24.6,13.59,53.24,3406.8,5.34,847,MI,TRUE,TRUE
Wexford,33.2,89450,15041,16.8,12.01,51.26,47.9,7.53,459,MI,FALSE,TRUE
Aitkin,42.8,65834,13542,18,14.48,50.44,7,12.21,517,MN,TRUE,TRUE
